freq, S11, S12, S21, S22 (Re + jIm format)
66.0000000000000000000 MHz,-0.97576185211902133343 + j0.09267492287586485966 ,-0.00000000026792066314 + j0.00000000019855982124 ,0.00000016415346231145 - j0.00000015732667139751 ,-0.97577587264254372901 + j0.09265000005462123434 
67.0000000000000000000 MHz,-0.97562607705257620161 + j0.09407903452373732323 ,-0.00000000029478426444 + j0.00000000021448557653 ,0.00000018060903491145 - j0.00000017073184725227 ,-0.97564060800678886753 + j0.09405292424112306204 
68.0000000000000000000 MHz,-0.97548824024006908218 + j0.09548314444165945103 ,-0.00000000032383438719 + j0.00000000023142892346 ,0.00000019839773678229 - j0.00000018507809025029 ,-0.97550329431289684035 + j0.09545581019074302065 
69.0000000000000000000 MHz,-0.97534834076897969357 + j0.09688725265612978255 ,-0.00000000035521046196 + j0.00000000024943929182 ,0.00000021760357091764 - j0.00000020041866608550 ,-0.97536393087478912012 + j0.09685865738713296536 
70.0000000000000000000 MHz,-0.97520637771204832234 + j0.09829135919598483428 ,-0.00000000038905851459 + j0.00000000026856782604 ,0.00000023831440723567 - j0.00000021680922336384 ,-0.97522251699515338785 + j0.09826146531637240666 
71.0000000000000000000 MHz,-0.97506235012721842459 + j0.09969546409243462692 ,-0.00000000042553137794 + j0.00000000028886742549 ,0.00000026062209833807 - j0.00000023430787670967 ,-0.97507905196539423898 + j0.09966423346700555019 
72.0000000000000000000 MHz,-0.97491625705757967157 + j0.10109956737909778224 ,-0.00000000046478890754 + j0.00000000031039278564 ,0.00000028462259695937 - j0.00000025297529208317 ,-0.97493353506558444455 + j0.10106696133007751770 
73.0000000000000000000 MHz,-0.97476809753131421488 + j0.10250366909203728616 ,-0.00000000050699820128 + j0.00000000033320043987 ,0.00000031041607510631 - j0.00000027287477434855 ,-0.97478596556441476917 + j0.10246964839917124812 
74.0000000000000000000 MHz,-0.97461787056163617926 + j0.10390776926979566896 ,-0.00000000055233382317 + j0.00000000035734880227 ,0.00000033810704488677 - j0.00000029407235713335 ,-0.97463634271914278973 + j0.10387229417044410718 
75.0000000000000000000 MHz,-0.97446557514673171063 + j0.10531186795343031037 ,-0.00000000060097803119 + j0.00000000038289821107 ,0.00000036780448102779 - j0.00000031663689501976 ,-0.97448466577554171408 + j0.10527489814266466350 
76.0000000000000000000 MHz,-0.97431121026970035626 + j0.10671596518654932750 ,-0.00000000065312100925 + j0.00000000040991097301 ,0.00000039962194508205 - j0.00000034064015810861 ,-0.97433093396784742346 + j0.10667745981724950644 
77.0000000000000000000 MHz,-0.97415477489849511272 + j0.10812006101534690772 ,-0.00000000070896110342 + j0.00000000043845140858 ,0.00000043367771132234 - j0.00000036615692899792 ,-0.97417514651870484865 + j0.10807997869829998050 
78.0000000000000000000 MHz,-0.97399626798585703380 + j0.10952415548863882189 ,-0.00000000076870506229 + j0.00000000046858589809 ,0.00000047009489432336 - j0.00000039326510221758 ,-0.97401730263911479035 + j0.10948245429263910034 
79.0000000000000000000 MHz,-0.97383568846925361306 + j0.11092824865789797928 ,-0.00000000083256828168 + j0.00000000050038292867 ,0.00000050900157823016 - j0.00000042204578616245 ,-0.97385740152837774186 + j0.11088488610984842397 
80.0000000000000000000 MHz,-0.97367303527081783265 + j0.11233234057729056532 ,-0.00000000090077505361 + j0.00000000053391314219 ,0.00000055053094771247 - j0.00000045258340756663 ,-0.97369544237403882203 + j0.11228727366230521756 
81.0000000000000000000 MHz,-0.97350830729727988455 + j0.11373643130371112464 ,-0.00000000097355881973 + j0.00000000056924938410 ,0.00000059482142060423 - j0.00000048496581856192 ,-0.97353142435183070980 + j0.11368961646521895392 
82.0000000000000000000 MHz,-0.97334150343989989107 + j0.11514052089681849067 ,-0.00000000105116242904 + j0.00000000060646675329 ,0.00000064201678222743 - j0.00000051928440636392 ,-0.97336534662561602360 + j0.11509191403666896303 
83.0000000000000000000 MHz,-0.97317262257440628748 + j0.11654460941907195115 ,-0.00000000113383840018 + j0.00000000064564265288 ,0.00000069226632139931 - j0.00000055563420562975 ,-0.97319720834732925674 + j0.11649416589764091667 
84.0000000000000000000 MHz,-0.97300166356092432363 + j0.11794869693576652547 ,-0.00000000122184918819 + j0.00000000068685684207 ,0.00000074572496812219 - j0.00000059411401353177 ,-0.97302700865691738041 + j0.11789637157206431239 
85.0000000000000000000 MHz,-0.97282862524390623093 + j0.11935278351506908856 ,-0.00000000131546745580 + j0.00000000073019148899 ,0.00000080255343295461 - j0.00000063482650759207 ,-0.97285474668227944761 + j0.11929853058684955491 
86.0000000000000000000 MHz,-0.97265350645206472002 + j0.12075686922805420331 ,-0.00000000141497634943 + j0.00000000077573122462 ,0.00000086291834806304 - j0.00000067787836632301 ,-0.97268042153920586390 + j0.12070064247192503759 
87.0000000000000000000 MHz,-0.97247630599830015008 + j0.12216095414874042491 ,-0.00000000152066977973 + j0.00000000082356319781 ,0.00000092699240995279 - j0.00000072338039271959 ,-0.97250403233131643699 + j0.12210270676027461245 
88.0000000000000000000 MHz,-0.97229702267962803131 + j0.12356503835412561976 ,-0.00000000163285270691 + j0.00000000087377713141 ,0.00000099495452387704 - j0.00000077144764064973 ,-0.97232557814999776014 + j0.12350472298797454673 
89.0000000000000000000 MHz,-0.97211565527710808166 + j0.12496912192422349186 ,-0.00000000175184143086 + j0.00000000092646537946 ,0.00000106698994992269 - j0.00000082219954418936 ,-0.97214505807433937434 + j0.12490669069423117332 
90.0000000000000000000 MHz,-0.97193220255576850963 + j0.12637320494209963728 ,-0.00000000187796388602 + j0.00000000098172298569 ,0.00000114329045077167 - j0.00000087576004994920 ,-0.97196247117106904234 + j0.12630860942141819425 
91.0000000000000000000 MHz,-0.97174666326453118526 + j0.12777728749390737661 ,-0.00000000201155994122 + j0.00000000103964774302 ,0.00000122405444113636 - j0.00000093225775244118 ,-0.97177781649448802259 + j0.12771047871511387317 
92.0000000000000000000 MHz,-0.97155903613613614489 + j0.12918136966892398987 ,-0.00000000215298170433 + j0.00000000110034025447 ,0.00000130948713886758 - j0.00000099182603253249 ,-0.97159109308640401181 + j0.12911229812413879681 
93.0000000000000000000 MHz,-0.97136931988706520791 + j0.13058545155958739548 ,-0.00000000230259383206 + j0.00000000116390399512 ,0.00000139980071773357 - j0.00000105460319903598 ,-0.97140229997606419854 + j0.13051406720059324784 
94.0000000000000000000 MHz,-0.97117751321746337290 + j0.13198953326153187171 ,-0.00000000246077384465 + j0.00000000123044537547 ,0.00000149521446186836 - j0.00000112073263348621 ,-0.97121143618008731746 + j0.13191578549989468883 
95.0000000000000000000 MHz,-0.97098361481105710524 + j0.13339361487362416669 ,-0.00000000262791244581 + j0.00000000130007380608 ,0.00000159595492188779 - j0.00000119036293815078 ,-0.97101850070239403845 + j0.13331745258081567629 
96.0000000000000000000 MHz,-0.97078762333507828686 + j0.13479769649800057985 ,-0.00000000280441384770 + j0.00000000137290176346 ,0.00000170225607267126 - j0.00000126364808732725 ,-0.97082349253413757761 + j0.13471906800552096994 
97.0000000000000000000 MHz,-0.97058953744018050536 + j0.13620177824010268330 ,-0.00000000299069610121 + j0.00000000144904485740 ,0.00000181435947280750 - j0.00000134074758197656 ,-0.97062641065363219894 + j0.13612063133960589090 
98.0000000000000000000 MHz,-0.97038935576035556529 + j0.13760586020871409807 ,-0.00000000318719143156 + j0.00000000152862189963 ,0.00000193251442570212 - j0.00000142182660774420 ,-0.97042725402628171594 + j0.13752214215213356963 
99.0000000000000000000 MHz,-0.97018707691285355210 + j0.13900994251599674278 ,-0.00000000339434657913 + j0.00000000161175497395 ,0.00000205697814234504 - j0.00000150705619642121 ,-0.97022602160450654996 + j0.13892360001567283234 
100.000000000000000000 MHz,-0.96998269949809268198 + j0.14041402527752733231 ,-0.00000000361262314585 + j0.00000000169856950776 ,0.00000218801590573548 - j0.00000159661339089758 ,-0.97002271232766990039 + j0.14032500450633622613 
101.000000000000000000 MHz,-0.96977622209957958788 + j0.14181810861233434817 ,-0.00000000384249794693 + j0.00000000178919434508 ,0.00000232590123696222 - j0.00000169068141366092 ,-0.96981732512200313767 + j0.14172635520381776653 
102.000000000000000000 MHz,-0.96956764328381783713 + j0.14322219264293392649 ,-0.00000000408446336824 + j0.00000000188376182107 ,0.00000247091606293680 - j0.00000178944983889451 ,-0.96960985890052997505 + j0.14312765169143087940 
103.000000000000000000 MHz,-0.96935696160022222223 + j0.14462627749536707822 ,-0.00000000433902772928 + j0.00000000198240783819 ,0.00000262335088577715 - j0.00000189311476822878 ,-0.96940031256298975215 + j0.14452889355614634281 
104.000000000000000000 MHz,-0.96914417558102938788 + j0.14603036329923615999 ,-0.00000000460671565172 + j0.00000000208527194376 ,0.00000278350495383880 - j0.00000200187901020113 ,-0.96918868499575994147 + j0.14593008038863056197 
105.000000000000000000 MHz,-0.96892928374120657065 + j0.14743445018774151145 ,-0.00000000488806843387 + j0.00000000219249740933 ,0.00000295168643439127 - j0.00000211595226348017 ,-0.96897497507177732246 + j0.14733121178328320577 
106.000000000000000000 MHz,-0.96871228457836022763 + j0.14883853829771834243 ,-0.00000000518364443079 + j0.00000000230423131153 ,0.00000312821258793663 - j0.00000223555130390977 ,-0.96875918165045871167 + j0.14873228733827581483 
107.000000000000000000 MHz,-0.96849317657264377690 + j0.15024262776967345356 ,-0.00000000549401944039 + j0.00000000242062461474 ,0.00000331340994416698 - j0.00000236090017543052 ,-0.96854130357761969439 + j0.15013330665558977106 
108.000000000000000000 MHz,-0.96827195818666578209 + j0.15164671874782234551 ,-0.00000000581978709544 + j0.00000000254183225539 ,0.00000350761447955842 - j0.00000249223038493580 ,-0.96832133968539346736 + j0.15153426934105435064 
109.000000000000000000 MHz,-0.96804862786538936614 + j0.15305081138012535669 ,-0.00000000616155926164 + j0.00000000266801322806 ,0.00000371117179659743 - j0.00000262978110112076 ,-0.96809928879214801611 + j0.15293517500438533196 
110.000000000000000000 MHz,-0.96782318403604394863 + j0.15445490581832582722 ,-0.00000000651996644173 + j0.00000000279933067338 ,0.00000392443730463708 - j0.00000277379935738290 ,-0.96787514970240262624 + j0.15433602325922313181 
111.000000000000000000 MHz,-0.96759562510802088475 + j0.15585900221798601462 ,-0.00000000689565818586 + j0.00000000293595196772 ,0.00000414777640237889 - j0.00000292454025883415 ,-0.96764892120674272924 + j0.15573681372317110805 
112.000000000000000000 MHz,-0.96736594947277809720 + j0.15726310073852450833 ,-0.00000000728930350813 + j0.00000000307804881483 ,0.00000438156466197730 - j0.00000308226719348442 ,-0.96742060208173441538 + j0.15713754601783427867 
113.000000000000000000 MHz,-0.96713415550373982299 + j0.15866720154325325565 ,-0.00000000770159130954 + j0.00000000322579733931 ,0.00000462618801476240 - j0.00000324725204765787 ,-0.96719019108983772526 + j0.15853821976885751344 
114.000000000000000000 MHz,-0.96690024155619658242 + j0.16007130479941492074 ,-0.00000000813323080725 + j0.00000000337937818214 ,0.00000488204293857754 - j0.00000341977542570339 ,-0.96695768697931849811 + j0.15993883460596411417 
115.000000000000000000 MHz,-0.96666420596719859759 + j0.16147541067821938321 ,-0.00000000858495197041 + j0.00000000353897659808 ,0.00000514953664672703 - j0.00000360012687406201 ,-0.96672308848415955396 + j0.16133939016299478353 
116.000000000000000000 MHz,-0.96642604705546064636 + j0.16287951935488159672 ,-0.00000000905750596250 + j0.00000000370478255521 ,0.00000542908727853060 - j0.00000378860510975410 ,-0.96648639432397098759 + j0.16273988607794548367 
117.000000000000000000 MHz,-0.96618576312124726524 + j0.16428363100865847612 ,-0.00000000955166559037 + j0.00000000387699083655 ,0.00000572112409147917 - j0.00000398551825335085 ,-0.96624760320389868617 + j0.16414032199300673809 
118.000000000000000000 MHz,-0.96594335244627449466 + j0.16568774582288625652 ,-0.00000001006822575992 + j0.00000000405580114372 ,0.00000602608765498842 - j0.00000419118406649429 ,-0.96600671381453218078 + j0.16554069755460226743 
119.000000000000000000 MHz,-0.96569881329359896771 + j0.16709186398501776893 ,-0.00000001060800393871 + j0.00000000424141820288 ,0.00000634443004574425 - j0.00000440593019403158 ,-0.96576372483181160966 + j0.16694101241342743092 
120.000000000000000000 MHz,-0.96545214390750855316 + j0.16849598568665977161 ,-0.00000001117184062538 + j0.00000000443405187285 ,0.00000667661504463638 - j0.00000463009441083016 ,-0.96551863491693334929 + j0.16834126622448855604 
