freq, S11, S12, S21, S22 (Re + jIm format)
45.0000000000000000000 MHz,-0.99858578449507540142 + j0.05316418536444085519 ,-0.00000000001821531996 - j0.00000000000011236287 ,0.00000001277190469762 - j0.00000000082340090943 ,-0.99858610352411425470 + j0.05315819237621907667 
46.0000000000000000000 MHz,-0.99852216382358627289 + j0.05434600167282940819 ,-0.00000000002078963206 - j0.00000000000012528282 ,0.00000001457408439876 - j0.00000000096456227074 ,-0.99852251219636467550 + j0.05433960014816720946 
47.0000000000000000000 MHz,-0.99845713880605424517 + j0.05552784390867428199 ,-0.00000000002366072950 - j0.00000000000013934323 ,0.00000001658350639471 - j0.00000000112588424697 ,-0.99845751850358310797 + j0.05552101568657984848 
48.0000000000000000000 MHz,-0.99839070904236770776 + j0.05670971265908390097 ,-0.00000000002685546360 - j0.00000000000015461317 ,0.00000001881883711963 - j0.00000000130970336064 ,-0.99839112213311875799 + j0.05670243918316202753 
49.0000000000000000000 MHz,-0.99832287412348996725 + j0.05789160851268999874 ,-0.00000000003040248140 - j0.00000000000017116349 ,0.00000002129998026290 - j0.00000000151856762975 ,-0.99832332276531099424 + j0.05788387083110240611 
50.0000000000000000000 MHz,-0.99825363363143793105 + j0.05907353205968085552 ,-0.00000000003433230584 - j0.00000000000018906672 ,0.00000002404813075302 - j0.00000000175525065430 ,-0.99825412007347125165 + j0.05906531082510579206 
51.0000000000000000000 MHz,-0.99818298713926112420 + j0.06025548389183476433 ,-0.00000000003867741775 - j0.00000000000020839690 ,0.00000002708582994524 - j0.00000000202276632567 ,-0.99818351372386415754 + j0.06024675936142555310 
52.0000000000000000000 MHz,-0.99811093421101992895 + j0.06143746460255360142 ,-0.00000000004347233982 - j0.00000000000022922940 ,0.00000003043702201704 - j0.00000000232438417326 ,-0.99811150337568810276 + j0.06142821663789619496 
53.0000000000000000000 MHz,-0.99803747440176338035 + j0.06261947478689641744 ,-0.00000000004875372259 - j0.00000000000025164077 ,0.00000003412711157587 - j0.00000000266364536363 ,-0.99803808868105559071 + j0.06260968285396603661 
54.0000000000000000000 MHz,-0.99796260725750685072 + j0.06380151504161295228 ,-0.00000000005456043236 - j0.00000000000027570844 ,0.00000003818302248351 - j0.00000000304437936698 ,-0.99796326928497303133 + j0.06379115821072993409 
55.0000000000000000000 MHz,-0.99788633231520862399 + j0.06498358596517748997 ,-0.00000000006093364114 - j0.00000000000030151056 ,0.00000004263325790175 - j0.00000000347072130621 ,-0.99788704482532042395 + j0.06497264291096178923 
56.0000000000000000000 MHz,-0.99780864910274646995 + j0.06616568815782253310 ,-0.00000000006791691860 - j0.00000000000032912566 ,0.00000004750796156384 - j0.00000000394713000375 ,-0.99780941493282993004 + j0.06615413715914757187 
57.0000000000000000000 MHz,-0.99772955713889344143 + j0.06734782222157270626 ,-0.00000000007555632606 - j0.00000000000035863240 ,0.00000005283898027670 - j0.00000000447840674163 ,-0.99773037923106500102 + j0.06733564116151821710 
58.0000000000000000000 MHz,-0.99764905593329389344 + j0.06852998876027870112 ,-0.00000000008390051256 - j0.00000000000039010921 ,0.00000005865992765840 - j0.00000000506971475033 ,-0.99764993733639839579 + j0.06851715512608234915 
59.0000000000000000000 MHz,-0.99756714498643761502 + j0.06971218837965113824 ,-0.00000000009300081294 - j0.00000000000042363395 ,0.00000006500624911614 - j0.00000000572659944204 ,-0.99756808885798942121 + j0.06969867926265942149 
60.0000000000000000000 MHz,-0.99748382378963529327 + j0.07089442168729480354 ,-0.00000000010291134810 - j0.00000000000045928346 ,0.00000007191528806959 - j0.00000000645500940411 ,-0.99748483339776228274 + j0.07088021378291277375 
61.0000000000000000000 MHz,-0.99739909182499175699 + j0.07207668929274271830 ,-0.00000000011368912728 - j0.00000000000049713322 ,0.00000007942635342476 - j0.00000000726131816870 ,-0.99740017055038188154 + j0.07206175890038273024 
62.0000000000000000000 MHz,-0.99731294856538010851 + j0.07325899180749030626 ,-0.00000000012539415257 - j0.00000000000053725677 ,0.00000008758078830367 - j0.00000000815234677474 ,-0.99731409990323116599 + j0.07324331483051978176 
63.0000000000000000000 MHz,-0.99722539347441430113 + j0.07444132984502975503 ,-0.00000000013808952548 - j0.00000000000057972531 ,0.00000009642204003504 - j0.00000000913538713825 ,-0.99722662103638659570 + j0.07442488179071797549 
64.0000000000000000000 MHz,-0.99713642600642204972 + j0.07562370402088446075 ,-0.00000000015184155574 - j0.00000000000062460705 ,0.00000010599573141152 - j0.00000001021822624767 ,-0.99713773352259416072 + j0.07560646000034808301 
65.0000000000000000000 MHz,-0.99704604560641707511 + j0.07680611495264330624 ,-0.00000000016671987229 - j0.00000000000067196666 ,0.00000011634973321901 - j0.00000001140917120048 ,-0.99704743692724395743 + j0.07678804968079125381 
66.0000000000000000000 MHz,-0.99695425171006990528 + j0.07798856325999539707 ,-0.00000000018279753645 - j0.00000000000072186464 ,0.00000012753423804354 - j0.00000001271707509802 ,-0.99695573080834576363 + j0.07796965105547228048 
67.0000000000000000000 MHz,-0.99686104374367989767 + j0.07917104956476457567 ,-0.00000000020015115737 - j0.00000000000077435659 ,0.00000013960183536161 - j0.00000001415136381519 ,-0.99686261471650239319 + j0.07915126434989325221 
68.0000000000000000000 MHz,-0.99676642112414504115 + j0.08035357449094407412 ,-0.00000000021886100974 - j0.00000000000082949246 ,0.00000015260758791972 - j0.00000001572206366210 ,-0.99676808819488427194 + j0.08033288979166729182 
69.0000000000000000000 MHz,-0.99667038325893286821 + j0.08153613866473169436 ,-0.00000000023901115372 - j0.00000000000088731581 ,0.00000016660910940909 - j0.00000001743982995488 ,-0.99667215077920245925 + j0.08151452761055215379 
70.0000000000000000000 MHz,-0.99657292954604903557 + j0.08271874271456401695 ,-0.00000000026068955727 - j0.00000000000094786288 ,0.00000018166664344148 - j0.00000001931597651296 ,-0.99657480199768155860 + j0.08269617803848416937 
71.0000000000000000000 MHz,-0.99647405937400723719 + j0.08390138727115206696 ,-0.00000000028398822075 - j0.00000000000101116170 ,0.00000019784314383243 - j0.00000002136250610032 ,-0.99647604137103251709 + j0.08387784130961192797 
72.0000000000000000000 MHz,-0.99637377212179734087 + j0.08508407296751593907 ,-0.00000000030900330386 - j0.00000000000107723113 ,0.00000021520435619800 - j0.00000002359214182844 ,-0.99637586841242420377 + j0.08505951766033054140 
73.0000000000000000000 MHz,-0.99627206715885341382 + j0.08626680043902026918 ,-0.00000000033583525503 - j0.00000000000114607979 ,0.00000023381890087143 - j0.00000002601835953877 ,-0.99627428262745543197 + j0.08624120732931545019 
74.0000000000000000000 MHz,-0.99616894384502141513 + j0.08744957032340917868 ,-0.00000000036458894316 - j0.00000000000121770492 ,0.00000025375835714620 - j0.00000002865542118284 ,-0.99617128351412598253 + j0.08742291055755666007 
75.0000000000000000000 MHz,-0.99606440153052633324 + j0.08863238326084188490 ,-0.00000000039537379178 - j0.00000000000129209127 ,0.00000027509734885197 - j0.00000003151840921817 ,-0.99606687056280707182 + j0.08860462758839299235 
76.0000000000000000000 MHz,-0.99595843955593799102 + j0.08981523989392803387 ,-0.00000000042830391571 - j0.00000000000136920974 ,0.00000029791363127008 - j0.00000003462326203847 ,-0.99596104325621170883 + j0.08978635866754644534 
77.0000000000000000000 MHz,-0.99585105725213796113 + j0.09099814086776325528 ,-0.00000000046349826018 - j0.00000000000144901612 ,0.00000032228817939554 - j0.00000003798681045672 ,-0.99585380106936449707 + j0.09096810404315641696 
78.0000000000000000000 MHz,-0.99574225394028437197 + j0.09218108682996487002 ,-0.00000000050108074245 - j0.00000000000153144961 ,0.00000034830527755205 - j0.00000004162681525995 ,-0.99574514346957077038 + j0.09214986396581438532 
79.0000000000000000000 MHz,-0.99563202893177682462 + j0.09336407843070755608 ,-0.00000000054118039598 - j0.00000000000161643131 ,0.00000037605261036743 - j0.00000004556200585469 ,-0.99563506991638539567 + j0.09333163868859843670 
80.0000000000000000000 MHz,-0.99552038152822097672 + j0.09454711632275931976 ,-0.00000000058393151715 - j0.00000000000170386268 ,0.00000040562135511629 - j0.00000004981212002247 ,-0.99552357986158146463 + j0.09451342846710798773 
81.0000000000000000000 MHz,-0.99540731102139246023 + j0.09573020116151728653 ,-0.00000000062947381462 - j0.00000000000179362377 ,0.00000043710627543718 - j0.00000005439794480454 ,-0.99541067274911754215 + j0.09569523355949842436 
82.0000000000000000000 MHz,-0.99529281669319957793 + j0.09691333360504399141 ,-0.00000000067795256123 - j0.00000000000188557146 ,0.00000047060581643170 - j0.00000005934135853571 ,-0.99529634801510558084 + j0.09687705422651622655 
83.0000000000000000000 MHz,-0.99517689781564699913 + j0.09809651431410332245 ,-0.00000000072951874864 - j0.00000000000197953757 ,0.00000050622220115275 - j0.00000006466537404700 ,-0.99518060508777750339 + j0.09805889073153369051 
84.0000000000000000000 MHz,-0.99505955365079690189 + j0.09927974395219694992 ,-0.00000000078432924458 - j0.00000000000207532685 ,0.00000054406152848971 - j0.00000007039418305720 ,-0.99506344338745178479 + j0.09924074334058409497 
85.0000000000000000000 MHz,-0.99494078345073166947 + j0.10046302318560071387 ,-0.00000000084254695286 - j0.00000000000217271488 ,0.00000058423387245802 - j0.00000007655320177375 ,-0.99494486232649959057 + j0.10042261232239706181 
86.0000000000000000000 MHz,-0.99482058645751403336 + j0.10164635268340099783 ,-0.00000000090434097609 - j0.00000000000227144581 ,0.00000062685338290095 - j0.00000008316911772324 ,-0.99482486130930947166 + j0.10160449794843340321 
87.0000000000000000000 MHz,-0.99469896190314832651 + j0.10282973311753160206 ,-0.00000000096988678120 - j0.00000000000237123006 ,0.00000067203838761157 - j0.00000009026993783257 ,-0.99470343973225328060 + j0.10278640049292098180 
88.0000000000000000000 MHz,-0.99457590900954007118 + j0.10401316516281004787 ,-0.00000000103936636777 - j0.00000000000247174182 ,0.00000071991149588277 - j0.00000009788503778154 ,-0.99458059698364997825 + j0.10396832023288979374 
89.0000000000000000000 MHz,-0.99445142698845556684 + j0.10519664949697510314 ,-0.00000000111296843914 - j0.00000000000257261647 ,0.00000077059970349346 - j0.00000010604521264815 ,-0.99445633244372977355 + j0.10515025744820781506 
90.0000000000000000000 MHz,-0.99432551504148081190 + j0.10638018680072294786 ,-0.00000000119088857649 - j0.00000000000267344783 ,0.00000082423449913925 - j0.00000011478272886822 ,-0.99433064548459770826 + j0.10633221242161662590 
91.0000000000000000000 MHz,-0.99419817235997931526 + j0.10756377775774490779 ,-0.00000000127332941573 - j0.00000000000277378528 ,0.00000088095197231591 - j0.00000012413137753084 ,-0.99420353547019657547 + j0.10751418543876717360 
92.0000000000000000000 MHz,-0.99406939812505057397 + j0.10874742305476431392 ,-0.00000000136050082740 - j0.00000000000287313077 ,0.00000094089292266399 - j0.00000013412652903186 ,-0.99407500175626928307 + j0.10869617678825571616 
93.0000000000000000000 MHz,-0.99393919150748655245 + j0.10993112338157401409 ,-0.00000000145262009952 - j0.00000000000297093563 ,0.00000100420297078339 - j0.00000014480518910741 ,-0.99394504369032066204 + j0.10987818676165991838 
94.0000000000000000000 MHz,-0.99380755166772849485 + j0.11111487943107369036 ,-0.00000000154991212341 - j0.00000000000306659725 ,0.00000107103267052627 - j0.00000015620605627023 ,-0.99381366061157927483 + j0.11106021565357480918 
95.0000000000000000000 MHz,-0.99367447775582296021 + j0.11229869189930749562 ,-0.00000000165260958266 - j0.00000000000315945560 ,0.00000114153762277742 - j0.00000016836958067125 ,-0.99368085185095800238 + j0.11224226376164916918 
96.0000000000000000000 MHz,-0.99353996891137685843 + j0.11348256148550188438 ,-0.00000000176095314505 - j0.00000000000324878957 ,0.00000121587859073087 - j0.00000018133802440979 ,-0.99354661673101485331 + j0.11342433138662214032 
97.0000000000000000000 MHz,-0.99340402426351281928 + j0.11466648889210324935 ,-0.00000000187519165769 - j0.00000000000333381315 ,0.00000129422161667171 - j0.00000019515552331545 ,-0.99341095456591221868 + j0.11460641883235911376 
98.0000000000000000000 MHz,-0.99326664293082278512 + j0.11585047482481600212 ,-0.00000000199558234529 - j0.00000000000341367142 ,0.00000137673814027263 - j0.00000020986815022535 ,-0.99327386466137657095 + j0.11578852640588893630 
99.0000000000000000000 MHz,-0.99312782402132171455 + j0.11703451999264077865 ,-0.00000000212239101159 - j0.00000000000348743633 ,0.00000146360511841400 - j0.00000022552397978064 ,-0.99313534631465760771 + j0.11697065441744024239 
100.000000000000000000 MHz,-0.99298756663240106413 + j0.11821862510791231182 ,-0.00000000225589224410 - j0.00000000000355410237 ,0.00000155500514653745 - j0.00000024217315476646 ,-0.99299539881448595224 + j0.11815280318047860497 
101.000000000000000000 MHz,-0.99284586985078060462 + j0.11940279088633837246 ,-0.00000000239636962202 - j0.00000000000361258194 ,0.00000165112658154205 - j0.00000025986795401968 ,-0.99285402144103107602 + j0.11933497301174332550 
102.000000000000000000 MHz,-0.99270273275246001532 + j0.12058701804703768345 ,-0.00000000254411592756 - j0.00000000000366170057 ,0.00000175216366623307 - j0.00000027866286192938 ,-0.99271121346585866618 + j0.12051716423128451539 
103.000000000000000000 MHz,-0.99255815440267092242 + j0.12177130731257899965 ,-0.00000000269943336055 - j0.00000000000370019190 ,0.00000185831665533292 - j0.00000029861463955495 ,-0.99256697415188721578 + j0.12169937716250035786 
104.000000000000000000 MHz,-0.99241213385582649487 + j0.12295565940901977131 ,-0.00000000286263375650 - j0.00000000000372669247 ,0.00000196979194306440 - j0.00000031978239738732 ,-0.99242130275334428102 + j0.12288161213217475842 
